source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,10,array,321,,642,10,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,13,array,324,,648,13,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,27,array,346,,692,27,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,28,array,334,,668,28,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,36,array,340,,680,36,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,37,array,335,,670,37,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,45,array,331,,662,45,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,48,array,337,,674,48,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,82,array,329,,658,82,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,83,array,320,,640,83,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,89,array,303,,606,89,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,91,array,325,,650,91,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,97,array,320,,640,97,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,104,array,315,,630,104,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,110,array,326,,652,110,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,116,array,354,,708,116,0
00060-33-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,117,array,314,,628,117,0
00070-34-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,10,array,312,,624,10,0
00070-34-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,13,array,329,,658,13,0
00070-34-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,27,array,324,,648,27,0
00070-34-a5b4bb06-ce56-453f-9b60-e632427bd477-00001-deletes.puffin,0,28,array,338,,676,28,0
