source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,0,run,7872,104,418,0,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,1,run,8256,108,434,1,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,2,run,8896,120,482,2,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,3,run,8832,120,482,3,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,4,run,7232,107,430,4,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,5,run,7552,105,422,5,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,6,run,7744,107,430,6,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,7,run,6848,96,386,7,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,8,run,8320,115,462,8,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,9,run,7936,110,442,9,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,10,run,7680,107,430,10,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,11,run,6976,96,386,11,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,12,run,7808,111,446,12,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,13,run,8832,125,502,13,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,14,run,5824,83,334,14,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,15,run,9024,120,482,15,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,16,run,7360,102,410,16,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,17,run,7808,105,422,17,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,18,run,7552,104,418,18,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,19,run,8192,105,422,19,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,20,run,8064,107,430,20,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,21,run,7360,107,430,21,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,22,run,7936,110,442,22,0
00020-13-cddfd275-46a0-4e11-b6e9-c79aca2031d1-00001-deletes.puffin,0,23,run,8320,107,430,23,0
