source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00045-13-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,10,array,330,,660,10,0
00045-13-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,13,array,345,,690,13,0
00045-13-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,27,array,347,,694,27,0
00045-13-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,28,array,319,,638,28,0
00092-14-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,10,array,330,,660,10,0
00092-14-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,13,array,334,,668,13,0
00092-14-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,27,array,323,,646,27,0
00092-14-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,28,array,356,,712,28,0
00101-15-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,10,array,334,,668,10,0
00101-15-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,13,array,345,,690,13,0
00101-15-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,27,array,331,,662,27,0
00101-15-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,28,array,320,,640,28,0
00115-16-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,10,array,299,,598,10,0
00115-16-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,13,array,327,,654,13,0
00115-16-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,27,array,326,,652,27,0
00115-16-dab29790-4509-47a7-a2a3-516b592899ca-00001-deletes.puffin,0,28,array,364,,728,28,0
