source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,0,array,3901,,7802,0,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,1,array,3990,,7980,1,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,2,array,3772,,7544,2,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,3,array,3880,,7760,3,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,4,array,3948,,7896,4,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,5,array,3863,,7726,5,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,6,array,3897,,7794,6,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,7,array,3878,,7756,7,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,8,array,3760,,7520,8,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,9,array,3742,,7484,9,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,10,array,3895,,7790,10,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,11,array,3885,,7770,11,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,12,array,3846,,7692,12,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,13,array,3831,,7662,13,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,14,array,3883,,7766,14,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,15,array,3946,,7892,15,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,16,array,3816,,7632,16,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,17,array,3841,,7682,17,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,18,array,3862,,7724,18,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,19,array,4008,,8016,19,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,20,array,3851,,7702,20,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,21,array,3767,,7534,21,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,22,array,3952,,7904,22,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,23,array,3958,,7916,23,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,24,array,3872,,7744,24,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,25,array,3741,,7482,25,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,26,array,3798,,7596,26,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,27,array,3886,,7772,27,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,28,array,3830,,7660,28,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,29,array,3905,,7810,29,0
00126-13-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,30,array,1925,,3850,30,0
00132-14-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,0,array,3892,,7784,0,0
00132-14-018555a6-bd3b-4ddf-b11b-79859a482771-00001-deletes.puffin,0,1,array,3884,,7768,1,0
