source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,2,array,348,,696,2,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,3,array,335,,670,3,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,6,array,323,,646,6,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,7,array,348,,696,7,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,10,array,321,,642,10,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,13,array,324,,648,13,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,20,array,331,,662,20,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,27,array,346,,692,27,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,28,array,334,,668,28,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,35,array,315,,630,35,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,36,array,340,,680,36,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,37,array,335,,670,37,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,45,array,331,,662,45,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,48,array,337,,674,48,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,52,array,340,,680,52,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,55,array,307,,614,55,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,57,array,331,,662,57,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,61,array,310,,620,61,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,67,array,336,,672,67,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,71,array,328,,656,71,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,72,array,326,,652,72,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,82,array,329,,658,82,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,83,array,320,,640,83,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,84,array,317,,634,84,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,89,array,303,,606,89,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,91,array,325,,650,91,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,97,array,320,,640,97,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,100,array,317,,634,100,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,104,array,315,,630,104,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,106,array,345,,690,106,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,110,array,326,,652,110,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,116,array,354,,708,116,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,117,array,314,,628,117,0
00019-33-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,118,array,343,,686,118,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,2,array,316,,632,2,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,3,array,325,,650,3,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,6,array,332,,664,6,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,7,array,324,,648,7,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,10,array,330,,660,10,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,13,array,334,,668,13,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,20,array,299,,598,20,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,27,array,323,,646,27,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,28,array,356,,712,28,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,35,array,350,,700,35,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,36,array,316,,632,36,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,37,array,310,,620,37,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,45,array,307,,614,45,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,48,array,345,,690,48,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,52,array,327,,654,52,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,55,array,333,,666,55,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,57,array,365,,730,57,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,61,array,314,,628,61,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,67,array,315,,630,67,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,71,array,294,,588,71,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,72,array,339,,678,72,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,82,array,332,,664,82,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,83,array,336,,672,83,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,84,array,340,,680,84,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,89,array,359,,718,89,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,91,array,309,,618,91,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,97,array,328,,656,97,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,100,array,330,,660,100,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,104,array,320,,640,104,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,106,array,314,,628,106,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,110,array,315,,630,110,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,116,array,342,,684,116,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,117,array,298,,596,117,0
00037-34-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,118,array,334,,668,118,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,2,array,375,,750,2,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,3,array,354,,708,3,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,6,array,324,,648,6,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,7,array,337,,674,7,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,10,array,342,,684,10,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,13,array,316,,632,13,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,20,array,344,,688,20,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,27,array,324,,648,27,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,28,array,351,,702,28,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,35,array,352,,704,35,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,36,array,314,,628,36,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,37,array,347,,694,37,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,45,array,318,,636,45,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,48,array,335,,670,48,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,52,array,352,,704,52,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,55,array,338,,676,55,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,57,array,307,,614,57,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,61,array,331,,662,61,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,67,array,329,,658,67,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,71,array,343,,686,71,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,72,array,347,,694,72,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,82,array,321,,642,82,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,83,array,336,,672,83,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,84,array,329,,658,84,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,89,array,350,,700,89,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,91,array,300,,600,91,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,97,array,346,,692,97,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,100,array,315,,630,100,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,104,array,305,,610,104,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,106,array,318,,636,106,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,110,array,341,,682,110,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,116,array,323,,646,116,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,117,array,341,,682,117,0
00046-35-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,118,array,330,,660,118,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,2,array,340,,680,2,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,3,array,365,,730,3,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,6,array,326,,652,6,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,7,array,284,,568,7,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,10,array,312,,624,10,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,13,array,329,,658,13,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,20,array,347,,694,20,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,27,array,324,,648,27,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,28,array,338,,676,28,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,35,array,342,,684,35,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,36,array,289,,578,36,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,37,array,298,,596,37,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,45,array,355,,710,45,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,48,array,327,,654,48,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,52,array,303,,606,52,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,55,array,350,,700,55,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,57,array,341,,682,57,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,61,array,299,,598,61,0
00180-36-3ef52e53-ff54-4185-9794-c8051183ecb6-00001-deletes.puffin,0,67,array,343,,686,67,0
