source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,0,run,7904,867,3470,0,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,1,run,7800,867,3470,1,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,2,run,7824,847,3390,2,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,3,run,8208,883,3534,3,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,4,run,7864,881,3526,4,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,5,run,7608,846,3386,5,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,6,run,8112,891,3566,6,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,7,run,7680,859,3438,7,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,8,run,7616,836,3346,8,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,9,run,7896,860,3442,9,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,10,run,7664,842,3370,10,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,11,run,8032,867,3470,11,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,12,run,8280,912,3650,12,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,13,run,7528,843,3374,13,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,14,run,8120,888,3554,14,0
00031-13-7894632c-4189-4bf5-8d10-1dcef2722d72-00001-deletes.puffin,0,15,run,8312,915,3662,15,0
